naca,camber,camber_position,thickness,alpha_deg,reynolds,cl,cd,cm,source_file
NACA 4421,0.04,0.4,0.21,-5.0,500000.0,-0.0582,0.01127,-0.1002,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,-4.0,500000.0,0.0466,0.01091,-0.0984,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,-3.0,500000.0,0.151,0.01069,-0.0965,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,-2.0,500000.0,0.2542,0.01056,-0.0944,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,-1.0,500000.0,0.3564,0.0105,-0.0922,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,0.0,500000.0,0.4567,0.01036,-0.0898,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,1.0,500000.0,0.5559,0.01031,-0.0872,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,2.0,500000.0,0.6544,0.0104,-0.0842,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,3.0,500000.0,0.748,0.01065,-0.08,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,4.0,500000.0,0.8495,0.01127,-0.0773,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,5.0,500000.0,1.0095,0.01228,-0.0881,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,6.0,500000.0,1.0518,0.01278,-0.075,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,7.0,500000.0,1.1252,0.01377,-0.0687,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,8.0,500000.0,1.1998,0.0151,-0.0633,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,9.0,500000.0,1.271,0.01687,-0.0582,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,10.0,500000.0,1.3356,0.01922,-0.0529,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,11.0,500000.0,1.39,0.02242,-0.0473,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,12.0,500000.0,1.4354,0.02659,-0.0418,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,13.0,500000.0,1.4711,0.032,-0.0369,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,14.0,500000.0,1.4924,0.03917,-0.0324,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,-6.0,500000.0,-0.1558,0.01231,-0.0997,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,-5.0,500000.0,-0.0563,0.01192,-0.097,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,-4.0,500000.0,0.0433,0.01167,-0.0942,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,-3.0,500000.0,0.1419,0.01152,-0.0913,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,-2.0,500000.0,0.2397,0.01146,-0.0882,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,-1.0,500000.0,0.3366,0.01142,-0.0851,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,0.0,500000.0,0.4322,0.01139,-0.0818,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,1.0,500000.0,0.525,0.01139,-0.0781,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,2.0,500000.0,0.6146,0.01149,-0.0737,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,3.0,500000.0,0.7082,0.01185,-0.0702,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,4.0,500000.0,0.798,0.01228,-0.066,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,5.0,500000.0,0.8791,0.013,-0.0598,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,6.0,500000.0,1.0199,0.0143,-0.0672,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,7.0,500000.0,1.0762,0.01528,-0.0586,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,8.0,500000.0,1.145,0.01677,-0.0529,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,9.0,500000.0,1.2128,0.01879,-0.048,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,10.0,500000.0,1.2743,0.02144,-0.0431,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,11.0,500000.0,1.3284,0.02488,-0.0384,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,12.0,500000.0,1.3739,0.02932,-0.0338,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,13.0,500000.0,1.4124,0.03473,-0.0298,T1-Re0.500-N9.0.txt
NACA 4424,0.04,0.4,0.24,14.0,500000.0,1.4415,0.0414,-0.0264,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,-6.0,500000.0,0.0407,0.01737,-0.1548,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,-4.0,500000.0,0.2614,0.01094,-0.1554,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,-3.0,500000.0,0.3729,0.00953,-0.1552,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,-2.0,500000.0,0.4839,0.00876,-0.1548,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,-1.0,500000.0,0.594,0.00839,-0.1544,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,0.0,500000.0,0.7027,0.00827,-0.1538,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,1.0,500000.0,0.8039,0.00714,-0.1518,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,2.0,500000.0,0.9102,0.00777,-0.1507,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,3.0,500000.0,1.0162,0.00847,-0.1498,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,4.0,500000.0,1.1217,0.0092,-0.1489,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,5.0,500000.0,1.2262,0.00996,-0.1479,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,6.0,500000.0,1.3224,0.01079,-0.1453,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,7.0,500000.0,1.4146,0.0119,-0.1421,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,8.0,500000.0,1.4496,0.01667,-0.13,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,9.0,500000.0,1.4724,0.02156,-0.1165,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,10.0,500000.0,1.5037,0.02634,-0.1062,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,11.0,500000.0,1.5244,0.03265,-0.0971,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,12.0,500000.0,1.5277,0.04155,-0.0893,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,13.0,500000.0,1.5364,0.05104,-0.0843,T1-Re0.500-N9.0.txt
NACA 6409,0.06,0.4,0.09,14.0,500000.0,1.0211,0.05335,-0.0367,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,-6.0,500000.0,0.0462,0.01256,-0.1541,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,-5.0,500000.0,0.157,0.01123,-0.1538,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,-4.0,500000.0,0.2683,0.01021,-0.1534,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,-3.0,500000.0,0.3794,0.00959,-0.153,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,-2.0,500000.0,0.4897,0.00921,-0.1524,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,-1.0,500000.0,0.5985,0.00905,-0.1517,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,0.0,500000.0,0.7058,0.00907,-0.1507,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,1.0,500000.0,0.8068,0.00792,-0.1486,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,2.0,500000.0,0.9129,0.00855,-0.1475,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,3.0,500000.0,1.0186,0.00922,-0.1464,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,4.0,500000.0,1.1237,0.00992,-0.1453,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,5.0,500000.0,1.227,0.01069,-0.1441,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,6.0,500000.0,1.327,0.01149,-0.1423,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,7.0,500000.0,1.4174,0.01231,-0.1387,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,8.0,500000.0,1.4996,0.01332,-0.1336,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,9.0,500000.0,1.5647,0.01506,-0.1261,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,10.0,500000.0,1.5983,0.01887,-0.1148,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,11.0,500000.0,1.6,0.02545,-0.1017,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,12.0,500000.0,1.601,0.03333,-0.0917,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,13.0,500000.0,1.6042,0.04236,-0.0848,T1-Re0.500-N9.0.txt
NACA 6412,0.06,0.4,0.12,14.0,500000.0,1.5971,0.05385,-0.0802,T1-Re0.500-N9.0.txt
NACA 0006,0.0,0.0,0.06,-6.0,1000000.0,-0.6481,0.01329,-0.003,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-5.0,1000000.0,-0.5474,0.01022,-0.001,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-4.0,1000000.0,-0.4438,0.00847,0.0005,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-3.0,1000000.0,-0.3407,0.00716,0.0021,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-2.0,1000000.0,-0.2407,0.0053,0.0035,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,0.0,1000000.0,0.0,0.00334,-0.0,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,1.0,1000000.0,0.1282,0.00388,-0.0026,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,2.0,1000000.0,0.2407,0.0053,-0.0035,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,3.0,1000000.0,0.3407,0.00716,-0.0021,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,4.0,1000000.0,0.4438,0.00847,-0.0005,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,5.0,1000000.0,0.5474,0.01022,0.001,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,6.0,1000000.0,0.6481,0.01329,0.003,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,7.0,1000000.0,0.726,0.02847,0.0084,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-6.0,1000000.0,-0.666,0.01045,0.0002,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-5.0,1000000.0,-0.5672,0.00914,0.0027,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-4.0,1000000.0,-0.4693,0.00804,0.0053,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-3.0,1000000.0,-0.3626,0.00669,0.0056,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-2.0,1000000.0,-0.2218,0.00525,-0.0017,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-1.0,1000000.0,-0.0999,0.00429,-0.0038,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,0.0,1000000.0,-0.0,0.0039,0.0,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,1.0,1000000.0,0.0999,0.00429,0.0038,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,2.0,1000000.0,0.2218,0.00525,0.0017,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,3.0,1000000.0,0.3626,0.00669,-0.0056,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,4.0,1000000.0,0.4693,0.00804,-0.0053,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,5.0,1000000.0,0.5672,0.00914,-0.0027,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,6.0,1000000.0,0.666,0.01045,-0.0002,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,7.0,1000000.0,0.7648,0.01228,0.002,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,8.0,1000000.0,0.861,0.01481,0.0042,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,9.0,1000000.0,0.9571,0.01728,0.0062,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,10.0,1000000.0,1.0363,0.02269,0.0098,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,11.0,1000000.0,1.0981,0.02969,0.014,T1-Re1.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,12.0,1000000.0,1.137,0.03678,0.0183,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-6.0,1000000.0,-0.6788,0.01012,0.0026,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-5.0,1000000.0,-0.5833,0.00902,0.0058,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-4.0,1000000.0,-0.48,0.00791,0.007,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-3.0,1000000.0,-0.3402,0.00645,-0.0001,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-2.0,1000000.0,-0.2091,0.00529,-0.0046,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,0.0,1000000.0,-0.0,0.0043,0.0,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,2.0,1000000.0,0.2091,0.00529,0.0046,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,3.0,1000000.0,0.3402,0.00645,0.0001,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,4.0,1000000.0,0.48,0.00791,-0.007,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,5.0,1000000.0,0.5833,0.00902,-0.0058,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,6.0,1000000.0,0.6787,0.01012,-0.0026,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,7.0,1000000.0,0.7748,0.01151,0.0004,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,8.0,1000000.0,0.8719,0.01317,0.0028,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,9.0,1000000.0,0.966,0.0155,0.0053,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,10.0,1000000.0,1.0531,0.01876,0.0083,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,11.0,1000000.0,1.1388,0.02176,0.0111,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,12.0,1000000.0,1.2004,0.02704,0.0158,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,13.0,1000000.0,1.2175,0.03452,0.0236,T1-Re1.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,14.0,1000000.0,1.1827,0.04976,0.02,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,-6.0,1000000.0,-0.6955,0.01003,0.0058,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,-5.0,1000000.0,-0.5977,0.00895,0.0082,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,-4.0,1000000.0,-0.458,0.00764,0.0014,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,-3.0,1000000.0,-0.3221,0.00633,-0.0045,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,-2.0,1000000.0,-0.2088,0.00541,-0.0045,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,-1.0,1000000.0,-0.1048,0.00486,-0.0022,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,0.0,1000000.0,-0.0,0.00469,0.0,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,1.0,1000000.0,0.1048,0.00486,0.0022,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,2.0,1000000.0,0.2088,0.00541,0.0045,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,3.0,1000000.0,0.3221,0.00633,0.0045,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,4.0,1000000.0,0.458,0.00764,-0.0014,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,5.0,1000000.0,0.5977,0.00895,-0.0082,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,6.0,1000000.0,0.6955,0.01003,-0.0058,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,7.0,1000000.0,0.7879,0.01118,-0.0021,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,8.0,1000000.0,0.8798,0.01275,0.0015,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,9.0,1000000.0,0.9728,0.01462,0.0044,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,10.0,1000000.0,1.0668,0.01647,0.0069,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,11.0,1000000.0,1.1511,0.01935,0.0103,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,12.0,1000000.0,1.2278,0.02255,0.0141,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,13.0,1000000.0,1.2806,0.02721,0.02,T1-Re1.000-N9.0.txt
NACA 0010,0.0,0.0,0.1,14.0,1000000.0,1.3006,0.03301,0.0272,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,-6.0,1000000.0,-0.6933,0.00978,0.004,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,-5.0,1000000.0,-0.5548,0.0085,-0.0024,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,-4.0,1000000.0,-0.4272,0.0073,-0.0061,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,-3.0,1000000.0,-0.3198,0.00641,-0.0048,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,-2.0,1000000.0,-0.2144,0.00582,-0.0029,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,-1.0,1000000.0,-0.1074,0.0055,-0.0014,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,0.0,1000000.0,-0.0,0.00541,0.0,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,1.0,1000000.0,0.1074,0.0055,0.0014,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,2.0,1000000.0,0.2144,0.00582,0.0029,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,3.0,1000000.0,0.3198,0.00641,0.0048,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,4.0,1000000.0,0.4272,0.0073,0.0061,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,5.0,1000000.0,0.5548,0.0085,0.0024,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,6.0,1000000.0,0.6933,0.00978,-0.004,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,7.0,1000000.0,0.8267,0.011,-0.0094,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,8.0,1000000.0,0.91,0.01215,-0.004,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,9.0,1000000.0,0.9946,0.01343,0.0009,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,10.0,1000000.0,1.0793,0.0151,0.0055,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,11.0,1000000.0,1.166,0.01691,0.0091,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,12.0,1000000.0,1.2459,0.01923,0.0133,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,13.0,1000000.0,1.3044,0.02255,0.0198,T1-Re1.000-N9.0.txt
NACA 0012,0.0,0.0,0.12,14.0,1000000.0,1.3547,0.02569,0.0264,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,-6.0,1000000.0,-0.6411,0.00919,-0.0085,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,-5.0,1000000.0,-0.5364,0.0082,-0.0068,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,-4.0,1000000.0,-0.4324,0.00744,-0.0048,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,-3.0,1000000.0,-0.3258,0.00691,-0.0033,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,-2.0,1000000.0,-0.2177,0.00658,-0.002,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,-1.0,1000000.0,-0.1091,0.00641,-0.001,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,0.0,1000000.0,0.0,0.00635,-0.0,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,1.0,1000000.0,0.1091,0.00641,0.001,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,2.0,1000000.0,0.2177,0.00658,0.002,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,3.0,1000000.0,0.3258,0.00691,0.0033,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,4.0,1000000.0,0.4324,0.00744,0.0048,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,5.0,1000000.0,0.5364,0.0082,0.0068,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,6.0,1000000.0,0.6412,0.00918,0.0085,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,7.0,1000000.0,0.7669,0.01043,0.0051,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,8.0,1000000.0,0.9034,0.01176,-0.0009,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,9.0,1000000.0,1.0377,0.01318,-0.0068,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,10.0,1000000.0,1.1154,0.01441,-0.0009,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,11.0,1000000.0,1.1763,0.01588,0.0081,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,12.0,1000000.0,1.243,0.01756,0.0153,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,13.0,1000000.0,1.2977,0.01983,0.0233,T1-Re1.000-N9.0.txt
NACA 0015,0.0,0.0,0.15,14.0,1000000.0,1.3547,0.0226,0.0289,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,-6.0,1000000.0,-0.6412,0.00918,-0.0081,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,-5.0,1000000.0,-0.5382,0.00849,-0.0061,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,-4.0,1000000.0,-0.4328,0.00795,-0.0044,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,-3.0,1000000.0,-0.3258,0.00759,-0.0031,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,-2.0,1000000.0,-0.2177,0.00736,-0.002,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,-1.0,1000000.0,-0.109,0.00723,-0.001,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,0.0,1000000.0,-0.0,0.00718,0.0,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,1.0,1000000.0,0.109,0.00723,0.001,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,2.0,1000000.0,0.2177,0.00736,0.002,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,3.0,1000000.0,0.3258,0.00759,0.0031,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,4.0,1000000.0,0.4328,0.00795,0.0044,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,6.0,1000000.0,0.6412,0.00918,0.0081,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,7.0,1000000.0,0.7398,0.01007,0.011,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,8.0,1000000.0,0.8399,0.01117,0.0133,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,9.0,1000000.0,0.967,0.01257,0.0091,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,10.0,1000000.0,1.0982,0.01414,0.0037,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,11.0,1000000.0,1.2079,0.01576,0.0021,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,12.0,1000000.0,1.2148,0.01696,0.0207,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,13.0,1000000.0,1.2674,0.0193,0.0282,T1-Re1.000-N9.0.txt
NACA 0018,0.0,0.0,0.18,14.0,1000000.0,1.321,0.02245,0.0335,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,-6.0,1000000.0,-0.6309,0.00955,-0.0096,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,-5.0,1000000.0,-0.5296,0.00902,-0.0074,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,-4.0,1000000.0,-0.4261,0.00861,-0.0055,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,-3.0,1000000.0,-0.321,0.00832,-0.0039,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,-2.0,1000000.0,-0.2145,0.00813,-0.0025,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,-1.0,1000000.0,-0.1075,0.00801,-0.0012,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,0.0,1000000.0,-0.0,0.00798,0.0,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,1.0,1000000.0,0.1075,0.00801,0.0012,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,2.0,1000000.0,0.2145,0.00813,0.0025,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,3.0,1000000.0,0.321,0.00832,0.0039,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,4.0,1000000.0,0.4262,0.00861,0.0055,T1-Re1.000-N9.0.txt
